Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,Reason for Not Testing Residents - Lack of PPE for Personnel ,Reason for Not Testing Residents - Lack of Supplies,Reason for Not Testing Residents  - Lack of Access to Laboratory,Reason for Not Testing Residents - Lack of Access to Trained Personnel ,Reason for Not Testing Residents  - Uncertainty About Reimbursement,Reason for Not Testing Residents  - Other,During Past Two Weeks Average Time to Receive Resident Test Results,Has Facility Performed Resident Tests Since Last Report,Tested Residents with New Signs or Symptoms,Tested Asymptomatic Residents in a Unit or Section After a New Case,Tested Asymptomatic Residents Facility-Wide After a New Case,Tested Asymptomatic Residents Without Known Exposure as Surveillance,Tested Another Subgroup of Residents,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,Reason for Not Testing Staff and/or Personnel - Lack of PPE for Personnel ,Reason for Not Testing Staff and/or Personnel - Lack of Supplies,Reason for Not Testing Staff and/or Personnel - Lack of Access to Laboratory,Reason for Not Testing Staff and/or Personnel  - Lack of Access to Trained Personnel ,Reason for Not Testing Staff and/or Personnel - Uncertainty About Reimbursement,Reason for Not Testing Staff and/or Personnel - Other,During Past Two Weeks Average Time to Receive Staff and/or Personnel Test Results,Has Facility Performed Staff and/or Personnel Tests Since Last Report,Tested Staff and/or Personnel with New Signs or Symptoms,Tested Asymptomatic Staff and/or Personnel in a Unit or Section After a New Case,Tested Asymptomatic Staff and/or Personnel Facility-Wide After a New Case,Tested Asymptomatic Staff and/or Personnel Without Known Exposure as Surveillance,Tested Another Subgroup of Staff and/or Personnel,In-House Point-of-Care Test Machine,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Enough Supplies to Test All Staff and/or Personnel Using Point-of-Care Test Machine,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,County,Three or More Confirmed COVID-19 Cases This Week,Initial Confirmed COVID-19 Case This Week,Geolocation,Reporting Interval
10/11/2020,405025,CENTRO MEDICO WILMA N VAZQUEZ SNF,ROAD 2 KM 39 5 BO ALGARROBO,VEGA BAJA,PR,00693,Y,Y,0,0,0,0,0,0,0,0,0,0,29,16,,,,,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,Y,0,0,Y,0,1,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,12,0,Y,Y,0,0,0.0,0.0,,Vega Baja,N,N,,Week 21 - Oct 11
09/20/2020,405029,SERVICIOS INTEGRADOS DE REHABILITACION (SIRO) INC,CALLE 4-L-10 URB COLINAS DEL OESTE,HORMIGUEROS,PR,00660,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hormigueros,,,,Week 18 - Sep 20
07/05/2020,405030,MILLENNIUM INSTITUTE FOR ADVANCE NURSING CARE INC,CALLE COSME REPARTO SAN LUCAS ENTRADA SECTOR CANEJ,RIO PIEDRAS,PR,00926,Y,Y,0,0,0,0,0,0,0,0,0,0,41,17,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,San Juan,N,N,,Week 07 - Jul  5
09/06/2020,405018,RYDER MEMORIAL HOSPITAL INC,355 AVE  FONT MARTELO,HUMACAO,PR,00792,Y,Y,0,0,0,0,0,0,0,0,0,0,62,28,,,,,Y,N,N,N,N,N,N,N/A,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,Y,N,N,N,N,,,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,Humacao,N,N,,Week 16 - Sep  6
05/24/2020,405031,HIMA SAN PABLO CUPEY SNF,CARR 844 KM 0 5 CUPEY BAJO,RIO PIEDRAS,PR,00928,Y,Y,0,0,0,0,0,0,0,0,0,0,25,12,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,San Juan,,,,Week 01 - May 24
09/20/2020,405031,HIMA SAN PABLO CUPEY SNF,CARR 844 KM 0 5 CUPEY BAJO,RIO PIEDRAS,PR,00928,Y,Y,0,0,0,1,0,1,0,0,0,0,25,5,,,,,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,<1 DAY,N,N,N,N,N,N,Y,2,0,Y,0,1,0,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,200.0,0.0,0.0,San Juan,N,N,,Week 18 - Sep 20
10/18/2020,405030,MILLENNIUM INSTITUTE FOR ADVANCE NURSING CARE INC,CALLE COSME REPARTO SAN LUCAS ENTRADA SECTOR CANEJ,RIO PIEDRAS,PR,00926,Y,Y,0,3,0,3,0,1,0,1,0,0,41,13,,,,,Y,N,N,N,N,N,N,<1 DAY,N,N,N,N,N,N,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,N,Y,N,N,,,,0,13,1,7,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,230.8,0.0,0.0,San Juan,N,N,,Week 22 - Oct 18
06/07/2020,405029,SERVICIOS INTEGRADOS DE REHABILITACION (SIRO) INC,CALLE 4-L-10 URB COLINAS DEL OESTE,HORMIGUEROS,PR,00660,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hormigueros,,,,Week 03 - Jun  7
11/01/2020,405023,DAMAS HOSPITAL SNF,2213 PONCE BY PASS,PONCE,PR,00717,Y,Y,0,0,0,0,0,0,0,2,0,0,25,10,,,,,Y,N,N,N,N,N,N,N/A,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,N,,,,0,0,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,Ponce,N,N,,Week 24 - Nov  1
08/23/2020,405025,CENTRO MEDICO WILMA N VAZQUEZ SNF,ROAD 2 KM 39 5 BO ALGARROBO,VEGA BAJA,PR,00693,Y,Y,0,0,0,0,0,0,0,0,0,0,29,16,,,,,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,Y,0,0,Y,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,12,0,N,N,0,0,0.0,0.0,,Vega Baja,N,N,,Week 14 - Aug 23
11/08/2020,405029,SERVICIOS INTEGRADOS DE REHABILITACION (SIRO) INC,CALLE 4-L-10 URB COLINAS DEL OESTE,HORMIGUEROS,PR,00660,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hormigueros,,,,Week 25 - Nov  8
08/16/2020,405025,CENTRO MEDICO WILMA N VAZQUEZ SNF,ROAD 2 KM 39 5 BO ALGARROBO,VEGA BAJA,PR,00693,Y,Y,0,0,0,0,0,0,0,0,0,0,29,18,,,,,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,Y,0,0,Y,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,12,0,Y,Y,0,0,0.0,0.0,,Vega Baja,N,N,,Week 13 - Aug 16
10/25/2020,405018,RYDER MEMORIAL HOSPITAL INC,355 AVE  FONT MARTELO,HUMACAO,PR,00792,Y,Y,0,0,2,6,0,1,0,0,0,0,62,18,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,N,,,,0,3,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,111.1,0,333.3,0.0,0.0,Humacao,N,N,,Week 23 - Oct 25
11/22/2020,405023,DAMAS HOSPITAL SNF,2213 PONCE BY PASS,PONCE,PR,00717,Y,Y,0,0,0,0,0,0,0,2,0,0,25,9,,,,,Y,N,N,N,N,N,N,N/A,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,N,,,,0,0,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,Ponce,N,N,,Week 27 - Nov 22
10/18/2020,405031,HIMA SAN PABLO CUPEY SNF,CARR 844 KM 0 5 CUPEY BAJO,RIO PIEDRAS,PR,00928,Y,Y,0,0,0,1,0,1,0,0,0,0,25,11,,,,,Y,N,N,N,N,N,N,<1 DAY,N,N,N,N,N,N,Y,N,N,N,N,N,N,<1 DAY,N,N,N,N,N,N,Y,0,0,Y,0,1,0,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,90.9,0.0,0.0,San Juan,N,N,,Week 22 - Oct 18
05/31/2020,405025,CENTRO MEDICO WILMA N VAZQUEZ SNF,ROAD 2 KM 39 5 BO ALGARROBO,VEGA BAJA,PR,00693,Y,Y,0,0,0,0,0,0,0,0,0,0,29,13,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,12,0,Y,Y,0,0,0.0,0.0,,Vega Baja,N,N,,Week 02 - May 31
06/07/2020,405018,RYDER MEMORIAL HOSPITAL INC,355 AVE  FONT MARTELO,HUMACAO,PR,00792,Y,Y,0,0,0,0,0,0,0,0,0,0,62,19,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,Humacao,N,N,,Week 03 - Jun  7
05/24/2020,405030,MILLENNIUM INSTITUTE FOR ADVANCE NURSING CARE INC,CALLE COSME REPARTO SAN LUCAS ENTRADA SECTOR CANEJ,RIO PIEDRAS,PR,00926,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Juan,,,,Week 01 - May 24
07/26/2020,405029,SERVICIOS INTEGRADOS DE REHABILITACION (SIRO) INC,CALLE 4-L-10 URB COLINAS DEL OESTE,HORMIGUEROS,PR,00660,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hormigueros,,,,Week 10 - Jul 26
05/24/2020,405029,SERVICIOS INTEGRADOS DE REHABILITACION (SIRO) INC,CALLE 4-L-10 URB COLINAS DEL OESTE,HORMIGUEROS,PR,00660,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hormigueros,,,,Week 01 - May 24
07/19/2020,405031,HIMA SAN PABLO CUPEY SNF,CARR 844 KM 0 5 CUPEY BAJO,RIO PIEDRAS,PR,00928,Y,Y,0,0,1,1,1,1,0,0,0,0,25,21,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,47.6,0,47.6,0.0,0.0,San Juan,N,Y,,Week 09 - Jul 19
11/15/2020,405018,RYDER MEMORIAL HOSPITAL INC,355 AVE  FONT MARTELO,HUMACAO,PR,00792,Y,Y,0,0,0,6,0,1,0,0,0,0,62,21,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,N,Y,N,,,,0,3,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,285.7,0.0,0.0,Humacao,N,N,,Week 26 - Nov 15
08/02/2020,405031,HIMA SAN PABLO CUPEY SNF,CARR 844 KM 0 5 CUPEY BAJO,RIO PIEDRAS,PR,00928,Y,Y,0,0,0,1,0,1,0,0,0,0,25,15,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,66.7,0.0,0.0,San Juan,N,N,,Week 11 - Aug  2
08/23/2020,405030,MILLENNIUM INSTITUTE FOR ADVANCE NURSING CARE INC,CALLE COSME REPARTO SAN LUCAS ENTRADA SECTOR CANEJ,RIO PIEDRAS,PR,00926,Y,Y,0,0,0,0,0,0,0,0,0,0,41,15,,,,,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,N,,,,0,0,0,1,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,San Juan,N,N,,Week 14 - Aug 23
10/11/2020,405023,DAMAS HOSPITAL SNF,2213 PONCE BY PASS,PONCE,PR,00717,Y,Y,0,0,0,0,0,0,0,2,0,0,25,12,,,,,Y,N,N,N,N,N,N,N/A,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,N,,,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,Ponce,N,N,,Week 21 - Oct 11
11/15/2020,405031,HIMA SAN PABLO CUPEY SNF,CARR 844 KM 0 5 CUPEY BAJO,RIO PIEDRAS,PR,00928,Y,Y,0,0,0,1,0,1,0,0,0,0,25,10,,,,,Y,N,N,N,N,N,N,<1 DAY,N,N,N,N,N,N,Y,N,N,N,N,N,N,<1 DAY,N,N,N,N,N,N,Y,0,0,Y,0,3,0,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,100.0,0.0,0.0,San Juan,N,N,,Week 26 - Nov 15
11/08/2020,405025,CENTRO MEDICO WILMA N VAZQUEZ SNF,ROAD 2 KM 39 5 BO ALGARROBO,VEGA BAJA,PR,00693,Y,Y,0,0,0,0,0,0,0,0,0,0,29,16,,,,,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,N,0,0,Y,0,1,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,12,0,Y,Y,0,0,0.0,0.0,,Vega Baja,N,N,,Week 25 - Nov  8
06/28/2020,405025,CENTRO MEDICO WILMA N VAZQUEZ SNF,ROAD 2 KM 39 5 BO ALGARROBO,VEGA BAJA,PR,00693,Y,Y,0,0,0,0,0,0,0,0,0,0,29,12,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,12,0,Y,Y,0,0,0.0,0.0,,Vega Baja,N,N,,Week 06 - Jun 28
07/12/2020,405018,RYDER MEMORIAL HOSPITAL INC,355 AVE  FONT MARTELO,HUMACAO,PR,00792,Y,Y,0,0,0,0,0,0,0,0,0,0,62,22,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,Humacao,N,N,,Week 08 - Jul 12
06/28/2020,405029,SERVICIOS INTEGRADOS DE REHABILITACION (SIRO) INC,CALLE 4-L-10 URB COLINAS DEL OESTE,HORMIGUEROS,PR,00660,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hormigueros,,,,Week 06 - Jun 28
08/23/2020,405031,HIMA SAN PABLO CUPEY SNF,CARR 844 KM 0 5 CUPEY BAJO,RIO PIEDRAS,PR,00928,Y,Y,0,0,0,1,0,1,0,0,0,0,25,15,,,,,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,<1 DAY,N,N,N,N,N,N,,,,,0,1,0,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,66.7,0.0,0.0,San Juan,N,N,,Week 14 - Aug 23
05/31/2020,405023,DAMAS HOSPITAL SNF,2213 PONCE BY PASS,PONCE,PR,00717,Y,Y,0,0,0,0,0,0,0,0,0,0,25,7,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,Ponce,N,N,,Week 02 - May 31
09/13/2020,405023,DAMAS HOSPITAL SNF,2213 PONCE BY PASS,PONCE,PR,00717,Y,Y,0,0,0,0,0,0,0,2,0,0,25,9,,,,,Y,N,N,N,N,N,N,N/A,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,N,,,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,Ponce,N,N,,Week 17 - Sep 13
07/26/2020,405030,MILLENNIUM INSTITUTE FOR ADVANCE NURSING CARE INC,CALLE COSME REPARTO SAN LUCAS ENTRADA SECTOR CANEJ,RIO PIEDRAS,PR,00926,Y,Y,0,0,0,0,0,0,0,0,0,0,41,13,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,San Juan,N,N,,Week 10 - Jul 26
06/21/2020,405030,MILLENNIUM INSTITUTE FOR ADVANCE NURSING CARE INC,CALLE COSME REPARTO SAN LUCAS ENTRADA SECTOR CANEJ,RIO PIEDRAS,PR,00926,Y,Y,0,0,0,0,0,0,0,0,0,0,41,16,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,San Juan,N,N,,Week 05 - Jun 21
07/26/2020,405025,CENTRO MEDICO WILMA N VAZQUEZ SNF,ROAD 2 KM 39 5 BO ALGARROBO,VEGA BAJA,PR,00693,Y,Y,0,0,0,0,0,0,0,0,0,0,29,16,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,12,0,Y,Y,0,0,0.0,0.0,,Vega Baja,N,N,,Week 10 - Jul 26
11/01/2020,405018,RYDER MEMORIAL HOSPITAL INC,355 AVE  FONT MARTELO,HUMACAO,PR,00792,Y,Y,0,0,0,6,0,1,0,0,0,0,62,15,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,N,,,,0,3,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,400.0,0.0,0.0,Humacao,N,N,,Week 24 - Nov  1
10/25/2020,405030,MILLENNIUM INSTITUTE FOR ADVANCE NURSING CARE INC,CALLE COSME REPARTO SAN LUCAS ENTRADA SECTOR CANEJ,RIO PIEDRAS,PR,00926,Y,Y,0,3,0,3,0,1,0,1,0,0,41,11,,,,,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,<1 DAY,N,N,N,N,N,N,Y,3,1,Y,1,14,0,7,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,272.7,0.0,0.0,San Juan,N,N,,Week 23 - Oct 25
06/14/2020,405029,SERVICIOS INTEGRADOS DE REHABILITACION (SIRO) INC,CALLE 4-L-10 URB COLINAS DEL OESTE,HORMIGUEROS,PR,00660,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hormigueros,,,,Week 04 - Jun 14
10/04/2020,405025,CENTRO MEDICO WILMA N VAZQUEZ SNF,ROAD 2 KM 39 5 BO ALGARROBO,VEGA BAJA,PR,00693,Y,Y,0,0,0,0,0,0,0,0,0,0,29,18,,,,,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,Y,0,0,Y,0,1,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,12,0,Y,Y,0,0,0.0,0.0,,Vega Baja,N,N,,Week 20 - Oct  4
07/12/2020,405030,MILLENNIUM INSTITUTE FOR ADVANCE NURSING CARE INC,CALLE COSME REPARTO SAN LUCAS ENTRADA SECTOR CANEJ,RIO PIEDRAS,PR,00926,Y,Y,0,0,0,0,0,0,0,0,0,0,41,17,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,San Juan,N,N,,Week 08 - Jul 12
11/29/2020,405030,MILLENNIUM INSTITUTE FOR ADVANCE NURSING CARE INC,CALLE COSME REPARTO SAN LUCAS ENTRADA SECTOR CANEJ,RIO PIEDRAS,PR,00926,N,,0,3,0,3,,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,San Juan,,,,Week 28 - Nov 29
05/24/2020,405023,DAMAS HOSPITAL SNF,2213 PONCE BY PASS,PONCE,PR,00717,Y,Y,0,0,0,0,0,0,0,0,0,0,25,7,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,Ponce,,,,Week 01 - May 24
06/28/2020,405023,DAMAS HOSPITAL SNF,2213 PONCE BY PASS,PONCE,PR,00717,Y,Y,0,0,0,0,0,0,0,0,0,0,25,7,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,Ponce,N,N,,Week 06 - Jun 28
11/29/2020,405023,DAMAS HOSPITAL SNF,2213 PONCE BY PASS,PONCE,PR,00717,Y,Y,0,0,0,0,,0,0,2,0,0,25,9,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0,0,,0,0,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,Ponce,N,N,,Week 28 - Nov 29
09/13/2020,405018,RYDER MEMORIAL HOSPITAL INC,355 AVE  FONT MARTELO,HUMACAO,PR,00792,Y,Y,0,0,1,1,0,0,0,0,0,0,62,23,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,Y,N,N,N,N,,,,1,1,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,43.5,0,43.5,0.0,0.0,Humacao,N,Y,,Week 17 - Sep 13
08/09/2020,405031,HIMA SAN PABLO CUPEY SNF,CARR 844 KM 0 5 CUPEY BAJO,RIO PIEDRAS,PR,00928,Y,Y,0,0,0,1,0,1,0,0,0,0,25,9,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,6,1,Y,Y,0,0,111.1,0.0,0.0,San Juan,N,N,,Week 12 - Aug  9
08/23/2020,405029,SERVICIOS INTEGRADOS DE REHABILITACION (SIRO) INC,CALLE 4-L-10 URB COLINAS DEL OESTE,HORMIGUEROS,PR,00660,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hormigueros,,,,Week 14 - Aug 23
